,Entity,Iteration,Probability,Relation,Value
2553,concept:newspaper:new_york_times_company,1115,1.0,concept:companyceo,concept:ceo:janet_l__robinson
2554,concept:newspaper:daily_journal,1107,0.9999999509282058,concept:companyeconomicsector,concept:economicsector:insurance
2555,concept:website:cnn__cbs,1094,0.9375,concept:companyeconomicsector,concept:economicsector:news
2556,concept:newspaper:nebraska,1107,0.984375,concept:companyeconomicsector,concept:economicsector:insurance_coverage
2557,concept:newspaper:nebraska,1107,0.9999999999999982,concept:companyeconomicsector,concept:economicsector:insurance
2558,concept:newspaper:michigan,1107,1.0,concept:companyeconomicsector,concept:economicsector:insurance
2559,concept:newspaper:baltimore_sun,1115,0.9921875,concept:companyeconomicsector,concept:economicsector:news
2560,concept:newspaper:the_times,1107,0.9375,concept:companyeconomicsector,concept:economicsector:news
2561,concept:website:the_philadelphia_inquirer,1114,1.0,concept:companyalsoknownas,concept:company:phillyinquirer
2562,concept:newspaper:az_republic,1114,0.9375,concept:companyeconomicsector,concept:economicsector:media
2563,concept:website:digg,1115,0.9990234375,concept:companyceo,concept:ceo:kevin_rose
2564,concept:publication:nyt,1115,1.0,concept:companyeconomicsector,concept:economicsector:media
2565,concept:publication:nyt,1115,1.0,concept:companyeconomicsector,concept:economicsector:news
2566,concept:publication:u_s__news___world_report,1096,0.96875,concept:companyeconomicsector,concept:economicsector:news
2567,concept:recordlabel:sony_music_entertainment,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2568,concept:recordlabel:universal_music_group,1100,0.9375,concept:companyeconomicsector,concept:economicsector:media
2569,concept:recordlabel:sony_bmg,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2570,concept:recordlabel:sony_computer_entertainment_inc_,1115,0.998046875,concept:companyceo,concept:ceo:kazuo_hirai
2571,concept:recordlabel:rca,1115,0.9921875,concept:companyceo,concept:ceo:david_sarnoff
2572,concept:recordlabel:sony_bmg_,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2573,concept:recordlabel:epic,1114,0.9375,concept:companyalsoknownas,concept:company:epic_systems
2574,concept:recordlabel:epic,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2575,concept:recordlabel:epic_records,1115,0.9375,concept:companyceo,concept:ceo:l_a__reid
2576,concept:recordlabel:rocafella_records,1115,1.0,concept:companyceo,concept:ceo:damon_dash
2577,concept:recordlabel:bbc,1114,1.0,concept:companyalsoknownas,concept:company:british_air
2578,concept:recordlabel:bbc,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2579,concept:recordlabel:def_jam,1115,0.984375,concept:companyceo,concept:ceo:jay_z
2580,concept:recordlabel:amiga,960,0.9999999991968496,concept:companyeconomicsector,concept:economicsector:computer
2581,concept:recordlabel:bloodline_records,1115,0.9375,concept:companyceo,concept:ceo:dmx
2582,concept:recordlabel:emi,1115,1.0,concept:companyceo,concept:ceo:edgar_bronfman
2583,concept:recordlabel:emi,1112,0.9375,concept:companyeconomicsector,concept:economicsector:media
2584,concept:recordlabel:sony_entertainment,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2585,concept:recordlabel:warner_bros,1115,0.9999210734604037,concept:companyceo,concept:ceo:barry_meyer
2586,concept:recordlabel:sun_records,1115,0.9375,concept:companyceo,concept:ceo:sam_phillips
2587,concept:televisionnetwork:london_sunday_times,1115,0.9375,concept:companyeconomicsector,concept:economicsector:media
2588,concept:website:abc_news,1115,0.96875,concept:companyeconomicsector,concept:economicsector:sports
2589,concept:company:nextel,1073,0.9999999999355698,concept:companyeconomicsector,concept:economicsector:telecommunications
2590,concept:company:news_corp_b,1103,1.0,concept:companyalsoknownas,concept:televisionstation:nws
2591,concept:company:blue_shield,1099,1.0,concept:companyeconomicsector,concept:economicsector:health_insurance
2592,concept:company:blue_shield,1099,1.0,concept:companyeconomicsector,concept:economicsector:medical_insurance
2593,concept:company:blue_shield,1099,0.9998598025044981,concept:companyeconomicsector,concept:economicsector:insurance
2594,concept:company:cnn_ibn,1107,0.9375,concept:companyeconomicsector,concept:economicsector:media
2595,concept:company:small_business_week,1114,0.96875,concept:companyeconomicsector,concept:economicsector:insurance
2596,concept:company:acnielsen,1096,0.9375,concept:companyeconomicsector,concept:economicsector:research
2597,concept:company:zomba_corporation,1105,0.9375,concept:companyalsoknownas,concept:company:design
2598,concept:bank:citi,1114,1.0,concept:companyeconomicsector,concept:economicsector:financial_services
2599,concept:company:benq,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2600,concept:company:aramco,1102,0.9375,concept:companyalsoknownas,concept:company:arabian_american_oil_company
2601,concept:company:kraft_foods,1115,0.9999961853027344,concept:companyceo,concept:ceo:irene_rosenfeld
2602,concept:company:thomas_cook,1114,0.96875,concept:companyeconomicsector,concept:visualizablething:holiday
2603,concept:company:tandy_corporation,1102,0.9375,concept:companyalsoknownas,concept:company:radio_shack
2604,concept:automobilemaker:fiat,1114,0.96875,concept:companyeconomicsector,concept:economicsector:automobile
2605,concept:company:rimage,1108,0.9375,concept:companyalsoknownas,concept:biotechcompany:rimage_corporation
2606,concept:petroleumrefiningcompany:shell_oil,1114,1.0,concept:companyalsoknownas,concept:biotechcompany:shell_oil
2607,concept:petroleumrefiningcompany:shell_oil,1115,0.9921875,concept:companyeconomicsector,concept:politicsissue:energy
2608,concept:petroleumrefiningcompany:mobile,1107,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
2609,concept:company:aol_time_warner,1115,0.9375,concept:companyalsoknownas,concept:company:aol_video
2610,concept:company:aol_time_warner,1115,0.9375,concept:companyeconomicsector,concept:economicsector:media
2611,concept:company:acer,1115,0.9375,concept:companyalsoknownas,concept:company:acer_incorporated
2612,concept:company:acer,1114,1.0,concept:companyeconomicsector,concept:economicsector:computer
2613,concept:company:news_corporation,1115,1.0,concept:companyceo,concept:ceo:rupert_murdoch
2614,concept:bank:lazard_freres,1112,0.99609375,concept:companyeconomicsector,concept:economicsector:investment
2615,concept:bank:bank___trust,1114,0.9999999016564353,concept:companyeconomicsector,concept:economicsector:investment
2616,concept:company:sage_software,1114,0.9375,concept:companyalsoknownas,concept:company:peachtree
2617,concept:company:peachtree,1114,0.9375,concept:companyalsoknownas,concept:company:sage_software
2618,concept:website:meetup_com,1115,0.9375,concept:companyceo,concept:ceo:scott_heiferman
2619,concept:company:wynn_resorts,1115,1.0,concept:companyceo,concept:ceo:steve_wynn
2620,concept:bank:credit_suisse_group,1114,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2621,concept:company:international_paper,1115,0.984375,concept:companyceo,concept:ceo:john_faraci
2622,concept:bank:goldman_sachs___co,1114,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2623,concept:bank:first_boston,1114,0.99609375,concept:companyeconomicsector,concept:economicsector:investment
2624,concept:company:snc_lavalin,1114,0.9375,concept:companyeconomicsector,concept:academicfield:engineering
2625,concept:bank:allianz,1115,0.9963172705389975,concept:companyeconomicsector,concept:economicsector:insurance
2626,concept:automobilemaker:audi,1114,0.9921875,concept:companyeconomicsector,concept:economicsector:automobile
2627,concept:automobilemaker:audi,1114,0.9921875,concept:companyeconomicsector,concept:economicsector:auto
2628,concept:company:cctv,1095,0.9375,concept:companyeconomicsector,concept:economicsector:media
2629,concept:company:delta_air_lines,1115,1.0,concept:companyceo,concept:ceo:richard_anderson
2630,concept:bank:banc_of_america_securities,1114,0.9990234375,concept:companyeconomicsector,concept:economicsector:investment
2631,concept:company:flex,1103,0.9375,concept:companyalsoknownas,concept:biotechcompany:motorola_corporation
2632,concept:company:minolta,1102,0.9375,concept:companyalsoknownas,concept:company:konica_minolta
2633,concept:company:massachusetts_mutual_life_insurance,1114,0.984375,concept:companyeconomicsector,concept:economicsector:insurance
2634,concept:company:america_online,1115,0.99609375,concept:companyalsoknownas,concept:company:aol_video
2635,concept:company:america_online,1114,0.9437898870258107,concept:companyeconomicsector,concept:economicsector:internet
2636,concept:company:jvc,1115,0.9375,concept:companyalsoknownas,concept:company:philips_electronics
2637,concept:company:compaq,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:compaq_computer_corporation
2638,concept:company:compaq,1115,1.0,concept:companyceo,concept:ceo:michael_capellas
2639,concept:company:compaq,1115,0.984375,concept:companyeconomicsector,concept:economicsector:computer
2640,concept:bank:j__p__morgan_chase,1114,1.0,concept:companyalsoknownas,concept:bank:jpm
2641,concept:bank:j__p__morgan_chase,1115,1.0,concept:companyceo,concept:ceo:jamie_dimon
2642,concept:bank:j__p__morgan_chase,1115,1.0,concept:companyeconomicsector,concept:economicsector:investment
2643,concept:company:new_york_times_a,1102,1.0,concept:companyalsoknownas,concept:publication:nyt001
2644,concept:company:viacom,1115,1.0,concept:companyceo,concept:ceo:sumner_redstone
2645,concept:company:viacom,1110,0.984375,concept:companyeconomicsector,concept:economicsector:media
2646,concept:company:pentax_brand,1115,0.984375,concept:companyalsoknownas,concept:company:pentax_corporation
2647,concept:company:carlyle,1114,0.9529442646057477,concept:companyeconomicsector,concept:economicsector:equity
2648,concept:bank:barclays,1115,1.0,concept:companyceo,concept:ceo:john_silvester_varley
2649,concept:bank:barclays,1115,0.9375,concept:companyeconomicsector,concept:economicsector:financial_services
2650,concept:bank:barclays,1115,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
2651,concept:company:sun_microsystems,1115,0.9375,concept:companyalsoknownas,concept:company:sun_laboratories
2652,concept:company:sun_microsystems,1115,0.9375,concept:companyalsoknownas,concept:company:sun_publications
2653,concept:company:sun_microsystems,1115,0.9375,concept:companyalsoknownas,concept:newspaper:the_evening_sun
2654,concept:company:sun_microsystems,1115,0.9999999999708962,concept:companyceo,concept:personafrica:jonathan_schwartz
2655,concept:company:emachines,960,0.9999999991968496,concept:companyeconomicsector,concept:economicsector:computer
2656,concept:bank:lloyds,962,1.0,concept:companyeconomicsector,concept:economicsector:insurance
2657,concept:bank:j_p__morgan_securities,1096,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2658,concept:bank:citicorp,1107,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2659,concept:bank:jefferies_broadview,1096,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2660,concept:bank:rbs,1115,0.96875,concept:companyceo,concept:ceo:tom_mckillop
2661,concept:bank:rbs,1096,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2662,concept:bank:mckinsey___company,1109,0.9971451573821497,concept:companyeconomicsector,concept:academicfield:management_consulting
2663,concept:bank:mckinsey___company,1109,0.907980853459046,concept:companyeconomicsector,concept:economicsector:research
2664,concept:bank:mckinsey___company,1109,0.9822362908734823,concept:companyeconomicsector,concept:economicsector:consulting
2665,concept:bank:sg_cowen,1094,0.99609375,concept:companyeconomicsector,concept:economicsector:investment
2666,concept:bank:smith_barney,1094,0.999755859375,concept:companyeconomicsector,concept:economicsector:investment
2667,concept:bank:smith_barney,1096,0.9375,concept:companyeconomicsector,concept:economicsector:financial_services
2668,concept:bank:blackstone_group,1114,0.9647817575040529,concept:companyeconomicsector,concept:economicsector:equity
2669,concept:bank:cibc,1096,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2670,concept:bank:prudential_securities,1094,0.998046875,concept:companyeconomicsector,concept:economicsector:investment
2671,concept:bank:nab,1115,0.96875,concept:companyceo,concept:professor:john_stewart
2672,concept:bank:fannie_mae,1115,0.9999424031867263,concept:companyceo,concept:ceo:franklin_raines
2673,concept:bank:janney_montgomery_scott,1094,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2674,concept:bank:dean_witter_reynolds,1095,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2675,concept:bank:ubs_,1094,0.984375,concept:companyeconomicsector,concept:economicsector:investment
2676,concept:bank:csfb_,1096,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2677,concept:bank:citigroup_global_markets,1103,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2678,concept:bank:wasserstein_perella___co_,1095,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2679,concept:bank:jpm,1114,1.0,concept:companyalsoknownas,concept:bank:j__p__morgan_chase
2680,concept:bank:conocophillips,1103,0.984375,concept:companyeconomicsector,concept:politicsissue:energy
2681,concept:bank:deutsche_bank,1115,0.9921875,concept:companyceo,concept:ceo:josef_ackermann
2682,concept:bank:deutsche_bank,1114,0.9997770289619835,concept:companyeconomicsector,concept:economicsector:investment
2683,concept:bank:hsbc,1110,0.9966785525359824,concept:companyeconomicsector,concept:economicsector:banking
2684,concept:bank:hsbc,1110,0.9660388431440293,concept:companyeconomicsector,concept:economicsector:investment
2685,concept:bank:goldman,796,0.9999993550539702,concept:companyeconomicsector,concept:economicsector:investment
2686,concept:bank:robertson_stephens,1094,0.998046875,concept:companyeconomicsector,concept:economicsector:investment
2687,concept:bank:robertson_stephens,1103,0.9375,concept:companyeconomicsector,concept:economicsector:technology_investment
2688,concept:bank:imf,1114,0.9375,concept:companyalsoknownas,concept:company:international_monetary_fund
2689,concept:bank:union_bank,1114,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2690,concept:bank:j_p__morgan_securities_inc_,1115,0.9999995231628418,concept:companyeconomicsector,concept:economicsector:investment
2691,concept:bank:j_p__morgan_securities_inc_,1115,0.9375,concept:companyeconomicsector,concept:economicsector:equity
2692,concept:bank:wells_fargo,1115,1.0,concept:companyalsoknownas,concept:company:wfc
2693,concept:bank:wells_fargo,1115,0.984375,concept:companyceo,concept:ceo:richard_kovacevich
2694,concept:bank:wells_fargo,1115,0.9375,concept:companyeconomicsector,concept:economicsector:financial_services
2695,concept:bank:wells_fargo,1115,0.9375,concept:companyeconomicsector,concept:economicsector:mortgage
2696,concept:bank:solomon_brothers,1098,1.0,concept:companyeconomicsector,concept:economicsector:investment
2697,concept:bank:ag_edwards,1063,0.9999999659901919,concept:companyeconomicsector,concept:economicsector:investment
2698,concept:bank:lehman_brothers,1114,0.9375,concept:companyeconomicsector,concept:academicfield:finance
2699,concept:bank:lehman_brothers,1114,0.9999999999828506,concept:companyeconomicsector,concept:economicsector:investment
2700,concept:bank:citigroup,1114,1.0,concept:companyeconomicsector,concept:economicsector:financial_services
2701,concept:bank:citigroup,1114,0.9997991408411273,concept:companyeconomicsector,concept:economicsector:investment
2702,concept:bank:stifel_nicolaus,1107,1.0,concept:companyeconomicsector,concept:economicsector:investment
2703,concept:bank:salomon_smith_barney,1045,1.0,concept:companyeconomicsector,concept:economicsector:investment
2704,concept:bank:cowen___company,1094,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2705,concept:bank:goldman_sachs_group,1114,1.0,concept:companyalsoknownas,concept:bank:gs
2706,concept:bank:goldman_sachs_group,1114,0.9939168799995388,concept:companyeconomicsector,concept:economicsector:investment
2707,concept:bank:harris_williams___co_,1095,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2708,concept:bank:brown_brothers_harriman,1095,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2709,concept:bank:schroders,1094,0.984375,concept:companyeconomicsector,concept:economicsector:investment
2710,concept:bank:metlife,1115,0.9375,concept:companyeconomicsector,concept:economicsector:financial_services
2711,concept:bank:fortis,1075,0.9917085715780466,concept:companyeconomicsector,concept:economicsector:insurance
2712,concept:bank:nationsbank,1114,0.9375,concept:companyeconomicsector,concept:economicsector:banking
2713,concept:bank:goldman_sachs,1114,1.0,concept:companyeconomicsector,concept:economicsector:investment
2714,concept:bank:goldman_sachs,1114,0.9999999999948973,concept:companyeconomicsector,concept:economicsector:international_investment
2715,concept:bank:goldman_sachs,1114,0.9375,concept:companyeconomicsector,concept:economicsector:large_investment
2716,concept:bank:goldman_sachs,1114,0.9996909258457145,concept:companyeconomicsector,concept:economicsector:global_investment
2717,concept:bank:goldman_sachs,1114,0.9318927924622747,concept:companyeconomicsector,concept:economicsector:financial_services
2718,concept:bank:bb_t,1115,1.0,concept:companyalsoknownas,concept:bank:bbt
2719,concept:bank:anz,1114,0.9375,concept:companyalsoknownas,concept:company:anz_gomoney
2720,concept:bank:montgomery_securities,1096,0.984375,concept:companyeconomicsector,concept:economicsector:investment
2721,concept:bank:softbank,1115,0.9990234375,concept:companyceo,concept:ceo:masayoshi_son
2722,concept:bank:ubs_ag,1112,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2723,concept:bank:bbt,1115,1.0,concept:companyalsoknownas,concept:bank:bb_t
2724,concept:bank:tucker_anthony_sutro,1095,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2725,concept:bank:dean_witter,1081,0.9959135777773622,concept:companyeconomicsector,concept:economicsector:investment
2726,concept:bank:dresdner_bank,1115,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2727,concept:bank:thomas_weisel_partners,1094,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2728,concept:bank:charles_schwab,1111,0.9403512075232917,concept:companyeconomicsector,concept:economicsector:investment
2729,concept:bank:state_bank,1112,0.9375,concept:companyeconomicsector,concept:economicsector:public_sector
2730,concept:bank:countrywide,1115,0.9999999972007342,concept:companyceo,concept:ceo:angelo_r__mozilo
2731,concept:bank:countrywide,1108,0.9946520623798208,concept:companyeconomicsector,concept:economicsector:mortgage
2732,concept:bank:paypal,1115,0.9375,concept:companyceo,concept:ceo:peter_thiel
2733,concept:bank:mastercard,1114,0.9375,concept:companyalsoknownas,concept:biotechcompany:mastercard_international
2734,concept:bank:lazard_fr_res,1095,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2735,concept:bank:kleinwort_benson,1095,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2736,concept:bank:world_bank,1094,0.984375,concept:companyeconomicsector,concept:academicfield:finance
2737,concept:bank:world_bank,1100,0.9375,concept:companyeconomicsector,concept:academicfield:policy
2738,concept:bank:morgan_stanley_dean_witter,1114,1.0,concept:companyeconomicsector,concept:economicsector:investment
2739,concept:bank:washington_mutual,1115,0.96875,concept:companyceo,concept:ceo:kerry_killinger
2740,concept:bank:prudential,1114,0.9997804629792921,concept:companyeconomicsector,concept:economicsector:insurance
2741,concept:bank:usaa,1107,0.9977019854831375,concept:companyeconomicsector,concept:economicsector:insurance
2742,concept:bank:lockheed_martin_corp,1115,0.9826844031502713,concept:companyeconomicsector,concept:economicsector:aerospace
2743,concept:bank:scotia_capital,1095,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2744,concept:bank:td_securities,1094,0.998046875,concept:companyeconomicsector,concept:economicsector:investment
2745,concept:bank:nomura_holdings,1115,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2746,concept:bank:thinkequity_partners,1096,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2747,concept:bank:blackstone,1115,1.0,concept:companyceo,concept:ceo:stephen_a__schwarzman
2748,concept:bank:credit_suisse_first_boston,1114,0.9989933702196467,concept:companyeconomicsector,concept:economicsector:investment
2749,concept:bank:cs_first_boston,1095,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2750,concept:bank:commonwealth,1095,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
2751,concept:bank:wells_fargo_financial,1099,0.9999999999999982,concept:companyalsoknownas,concept:company:wfc
2752,concept:bank:shearson_lehman_brothers,1095,0.9869531067856777,concept:companyeconomicsector,concept:economicsector:investment
2753,concept:bank:credit_suisse,1114,0.9999999888356557,concept:companyeconomicsector,concept:economicsector:investment
2754,concept:bank:credit_suisse,1114,0.9375,concept:companyeconomicsector,concept:economicsector:banking
2755,concept:bank:royal_bank,1115,1.0,concept:companyceo,concept:ceo:stephen_hester
2756,concept:bank:royal_bank,1114,0.96875,concept:companyeconomicsector,concept:economicsector:banking
2757,concept:bank:royal_bank,1114,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2758,concept:bank:donaldson_lufkin___jenrette,1096,0.9375,concept:companyeconomicsector,concept:economicsector:investment
2759,concept:bank:bankers_trust_company,1114,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2760,concept:bank:bear_stearns,1115,1.0,concept:companyceo,concept:ceo:james_cayne
2761,concept:bank:bear_stearns,1114,0.9999999403953552,concept:companyeconomicsector,concept:economicsector:investment
2762,concept:bank:visa,1114,0.995798521779599,concept:companyeconomicsector,concept:economicsector:financial_services
2763,concept:bank:morgan_keegan,1107,0.999667935092416,concept:companyeconomicsector,concept:economicsector:investment
2764,concept:bank:citibank,1094,0.9990234375,concept:companyeconomicsector,concept:economicsector:investment
2765,concept:bank:salomon_brothers_inc_,1096,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2766,concept:bank:wachovia,1115,1.0,concept:companyceo,concept:ceo:ken_thompson
2767,concept:bank:drexel_burnham_lambert,1094,0.9990234375,concept:companyeconomicsector,concept:economicsector:investment
2768,concept:bank:kidder_peabody,1095,1.0,concept:companyeconomicsector,concept:economicsector:investment
2769,concept:bank:ge_capital,1103,0.96875,concept:companyeconomicsector,concept:academicfield:finance
2770,concept:bank:legg_mason,1114,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2771,concept:bank:piper_jaffray,1079,0.9110196462512066,concept:companyeconomicsector,concept:economicsector:investment
2772,concept:bank:j_p__morgan,961,0.9999997239398989,concept:companyeconomicsector,concept:economicsector:investment
2773,concept:bank:dresdner_kleinwort,1095,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2774,concept:bank:ubs,1114,0.9375,concept:companyeconomicsector,concept:economicsector:banking
2775,concept:bank:ubs,1114,0.9981451043928466,concept:companyeconomicsector,concept:economicsector:investment
2776,concept:bank:barclays_capital,1094,0.999755859375,concept:companyeconomicsector,concept:economicsector:investment
2777,concept:bank:morgan_stanley___co_,1096,0.9921875,concept:companyeconomicsector,concept:economicsector:investment
2778,concept:bank:reliance,1115,1.0,concept:companyceo,concept:ceo:mukesh_ambani
2779,concept:bank:wachovia_securities,1094,0.998046875,concept:companyeconomicsector,concept:economicsector:investment
2780,concept:bank:cibc_world_markets,1094,0.998046875,concept:companyeconomicsector,concept:economicsector:investment
2781,concept:bank:wasserstein_perella,1096,0.9985194874284166,concept:companyeconomicsector,concept:economicsector:investment
2782,concept:bank:wells_fargo___co_,1079,0.9999999795655197,concept:companyeconomicsector,concept:economicsector:investment
2783,concept:bank:hbos,1115,0.9375,concept:companyceo,concept:ceo:james_crosby
2784,concept:bank:sandler_o_neill___partners,1095,0.96875,concept:companyeconomicsector,concept:economicsector:investment
2785,concept:company:ea_mobile,1115,0.9375,concept:companyceo,concept:ceo:larry_probst
2786,concept:company:ea_mobile,1114,1.0,concept:companyeconomicsector,concept:economicsector:gaming
2787,concept:company:kaiser_permanente,1096,0.984375,concept:companyeconomicsector,concept:economicsector:insurance
2788,concept:company:kaiser_permanente,1039,1.0,concept:companyeconomicsector,concept:politicsissue:health_care
2789,concept:company:revlon,1115,0.96875,concept:companyceo,concept:ceo:ronald_o__perelman
2790,concept:company:o_reilly_media,1115,0.96875,concept:companyceo,concept:ceo:tim_o_reilly
2791,concept:company:tyson,1114,0.9375,concept:companyalsoknownas,concept:company:tyson_foods
2792,concept:company:kemv,1103,0.9999999980332122,concept:companyeconomicsector,concept:economicsector:media
2793,concept:company:ducati,1096,0.9375,concept:companyeconomicsector,concept:economicsector:motorcycle
2794,concept:company:cnn__good_morning_america,1115,0.99609375,concept:companyeconomicsector,concept:economicsector:media
2795,concept:company:cnn__good_morning_america,1115,0.9867170439904706,concept:companyeconomicsector,concept:economicsector:news
2796,concept:automobilemaker:suzuki,1114,0.984375,concept:companyeconomicsector,concept:economicsector:auto
2797,concept:automobilemaker:hyundai,1114,0.9375,concept:companyalsoknownas,concept:company:samsung
2798,concept:automobilemaker:hyundai,1115,0.984375,concept:companyceo,concept:ceo:mong_koo_chung
2799,concept:automobilemaker:chevrolet,1114,0.9375,concept:companyeconomicsector,concept:economicsector:automobile
2800,concept:company:petrochina,1095,0.96875,concept:companyeconomicsector,concept:politicsissue:energy
2801,concept:company:fidelity_investments,1103,1.0,concept:companyalsoknownas,concept:company:fmr_corp_
2802,concept:company:fidelity_investments,1107,0.96875,concept:companyeconomicsector,concept:economicsector:financial_services
2803,concept:company:kftv,1115,0.9999997336169985,concept:companyeconomicsector,concept:economicsector:media
2804,concept:company:cnn__nbc,1115,1.0,concept:companyeconomicsector,concept:economicsector:media
2805,concept:company:blu_ray_disc,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2806,concept:company:aa,1114,1.0,concept:companyalsoknownas,concept:biotechcompany:alcoa
2807,concept:company:casio,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2808,concept:automobilemaker:rolls_royce,1114,1.0,concept:companyeconomicsector,concept:economicsector:aerospace
2809,concept:automobilemaker:rolls_royce,1114,0.96875,concept:companyeconomicsector,concept:academicfield:engineering
2810,concept:company:worldcom,1115,0.9999923706115748,concept:companyceo,concept:ceo:bernard_ebbers
2811,concept:company:aflac,1114,1.0,concept:companyeconomicsector,concept:economicsector:insurance
2812,concept:company:mayo_clinic,1096,0.9375,concept:companyeconomicsector,concept:politicsissue:health_care
2813,concept:company:reuters,1115,1.0,concept:companyeconomicsector,concept:economicsector:media
2814,concept:company:alienware,960,0.999999810314487,concept:companyeconomicsector,concept:economicsector:computer
2815,concept:company:adobe_system,1114,0.9375,concept:companyalsoknownas,concept:company:acrobat
2816,concept:automobilemaker:nissan,1115,0.998046875,concept:companyceo,concept:ceo:flavio_briatore
2817,concept:company:sonyericsson,1115,0.9375,concept:companyalsoknownas,concept:company:lg_electronics_inc
2818,concept:company:singtel,1115,0.9375,concept:companyceo,concept:ceo:chua_sock_koong
2819,concept:company:carphone_warehouse,1115,0.96875,concept:companyceo,concept:personaustralia:david_ross
2820,concept:company:las_vegas_sands_corporation,1115,0.9999974563212986,concept:companyceo,concept:ceo:sheldon_adelson
2821,concept:company:sgi,1114,0.937500011739552,concept:companyalsoknownas,concept:company:silicon_graphics_inc_
2822,concept:company:mahalo,1115,0.9961093894663745,concept:companyceo,concept:ceo:jason_calacanis
2823,concept:company:ivanhoe,1115,0.9375,concept:companyceo,concept:ceo:robert_friedland
2824,concept:company:sherwin_williams,1115,0.96875,concept:companyceo,concept:ceo:christopher_m__connor
2825,concept:company:rim,1103,1.0,concept:companyalsoknownas,concept:company:rimm
2826,concept:company:rim,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
2827,concept:company:cnbc,1114,0.9375,concept:companyeconomicsector,concept:academicfield:business
2828,concept:company:cnbc,1114,0.99609375,concept:companyeconomicsector,concept:economicsector:media
2829,concept:automobilemaker:tesla,1115,1.0,concept:companyceo,concept:ceo:elon_musk
2830,concept:company:everdream,1108,1.0,concept:companyeconomicsector,concept:economicsector:computer
2831,concept:company:siemens,1114,0.96875,concept:companyeconomicsector,concept:economicsector:electronics
2832,concept:company:siemens,1114,1.0,concept:companyeconomicsector,concept:academicfield:engineering
2833,concept:company:siemens,1114,0.9375,concept:companyeconomicsector,concept:politicsissue:energy
2834,concept:company:gigabyte,1107,0.9375,concept:companyalsoknownas,concept:televisionstation:gb
2835,concept:company:details,1096,0.96875,concept:companyeconomicsector,concept:economicsector:insurance
2836,concept:company:sap_r_3,1102,0.9375,concept:companyalsoknownas,concept:company:sap_ag
2837,concept:company:arabian_american_oil_company,1102,0.9375,concept:companyalsoknownas,concept:company:aramco
2838,concept:biotechcompany:allegheny,1114,0.999999981892154,concept:companyeconomicsector,concept:economicsector:semiconductors
2839,concept:company:rccl,1114,1.0,concept:companyalsoknownas,concept:company:royal_caribbean_cruises
2840,concept:company:air_india,1114,0.9375,concept:companyeconomicsector,concept:economicsector:public_sector
2841,concept:company:enron,1115,0.99613385408901,concept:companyceo,concept:person:kenneth_lay
2842,concept:company:enron,1113,0.9948761773344467,concept:companyeconomicsector,concept:politicsissue:energy
